DateOfValuation	Size SqM	SqFt	PropertyType	NoOfFloors	ADDRESS	SCHEME	PRICE	YEAR	pricePerSqft
4/5/2017	110	1184	Condominium/Apartment	12	10-3-6,JALAN 11/91	ASTAKA HEIGHTS APARTMENTS	450000	2017	380.0582587
18/08/2020	110	1184	Condominium/Apartment	12	10-4-12,JALAN 11/91,TMN SHAMELIN PERKASA,	ASTAKA HEIGHTS APARTMENTS	450000	2020	380.0582587
7/10/2018	100	1076	Condominium/Apartment	12	10-7-9,JALAN 11/91,TMN SHAMELIN PERKASA,	ASTAKA HEIGHTS APARTMENTS	420000	2018	390.1931456
30/04/2018	100	1076	Condominium/Apartment	12	10-8-2,JALAN 11/91	ASTAKA HEIGHTS APARTMENTS	430000	2018	399.4834586
27/01/2017	113	1216	Condominium/Apartment	12	10-6-11,JALAN 11/91	ASTAKA HEIGHTS APARTMENTS	495000	2017	406.9650381
22/12/2017	101	1087	Condominium/Apartment	12	10-1-10,JALAN 11/91	ASTAKA HEIGHTS APARTMENTS	460000	2017	423.1231659
30/08/2017	100	1076	Condominium/Apartment	12	10-3-1,JALAN 11/91	ASTAKA HEIGHTS APARTMENTS	465000	2017	431.9995541
11/9/2017	100	1076	Condominium/Apartment	12	10-8-8,JALAN 11/91	ASTAKA HEIGHTS APARTMENTS	465000	2017	431.9995541
18/10/2018	100	1076	Condominium/Apartment	12	10-1-15,JLN 11/91	ASTAKA HEIGHTS APARTMENTS	500000	2018	464.5156495
26/04/2019	112	1206	Condominium/Apartment	18	B-08-04,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	249990	2019	207.3647629
26/04/2019	112	1206	Condominium/Apartment	18	B-08-04,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	249990	2019	207.3647629
19/02/2021	112.13	1207	Condominium/Apartment	18	B-05-07,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	420000	2021	347.9828285
21/11/2017	112	1206	Condominium/Apartment	17	A-6-8,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	470000	2017	389.8613487
22/05/2018	112	1206	Condominium/Apartment	17	A-15-07,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	475000	2018	394.0088099
29/03/2017	112.13	1207	Condominium/Apartment	17	B-4-1,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	480000	2017	397.6946612
17/08/2018	112	1206	Condominium/Apartment	17	B-09-04,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	480000	2018	398.156271
12/12/2018	112	1206	Condominium/Apartment	17	A-10-03,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	485000	2018	402.3037322
30/05/2018	112	1206	Condominium/Apartment	17	A-8-2,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	500000	2018	414.7461157
17/01/2017	112.13	1207	Condominium/Apartment	17	B-8-1,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	510000	2017	422.5505775
3/5/2020	112.13	1207	Condominium/Apartment	18	B-18-05,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	560000	2020	463.9771047
20/09/2017	112	1206	Condominium/Apartment	17	A-17-01,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	565000	2017	468.6631107
7/4/2017	112.13	1207	Condominium/Apartment	17	A-03-02,JLN TASIK PERMAISURI 3	ASTANA LUMAYAN KONDOMINIUM	630000	2017	521.9742428
26/10/2018	98	1055	Condominium/Apartment	15	C-16-1,JLN CHERAS	AWANAPURI	230000	2018	218.0379579
4/1/2019	111	1195	Condominium/Apartment	19	A-12-5,AWANAPURI,JLN 15/119,TMN MUTIARA BARAT,	AWANAPURI	300000	2019	251.0895403
24/03/2017	100	1076	Condominium/Apartment	17	C-12-2, AWANAPURI,JLN CHERAS	AWANAPURI	300000	2017	278.7093897
15/11/2018	110.087	1185	Condominium/Apartment	15	C-10-1,JLN CHERAS	AWANAPURI	350000	2018	295.3672592
1/6/2017	111	1195	Condominium/Apartment	15	A-11-4, AWANAPURI,JLN CHERAS	AWANAPURI	380000	2017	318.046751
10/7/2019	100	1076	Condominium/Apartment	17	B-7-3,JLN CHERAS	AWANAPURI	350000	2019	325.1609547
23/10/2017	221	2379	Condominium/Apartment	15	B-15-5,JLN CHERAS	AWANAPURI	780000	2017	327.8933997
9/8/2020	100	1076	Condominium/Apartment	17	C-13-7,JLN 15/119	AWANAPURI	355000	2020	329.8061112
27/08/2018	111	1195	Condominium/Apartment	17	C-13-1,JLN 15/119	AWANAPURI	400000	2018	334.7860537
28/12/2018	111	1195	Condominium/Apartment	15	A-6-5,JLN CHERAS	AWANAPURI	400000	2018	334.7860537
23/08/2019	100	1076	Condominium/Apartment	17	B-2-3,JLN CHERAS	AWANAPURI	370000	2019	343.7415807
29/06/2020	111	1195	Condominium/Apartment	15	B-10-8,JLN 15/119	AWANAPURI	420000	2020	351.5253564
10/4/2019	111	1195	Condominium/Apartment	20	A-3A-4 (B3-1F-A-D),JLN 15/119	AWANAPURI	423000	2019	354.0362518
4/2/2018	111	1195	Condominium/Apartment	15	A-7-4,JLN CHERAS	AWANAPURI	425000	2018	355.7101821
22/05/2018	100	1076	Condominium/Apartment	19	C-2-2,JLN 15/119	AWANAPURI	385000	2018	357.6770501
21/10/2020	111	1195	Condominium/Apartment	19	A-12-5,AWANAPURI,JLN 15/119,TMN MUTIARA BARAT,	AWANAPURI	430000	2020	359.8950077
10/12/2019	100	1076	Condominium/Apartment	17	A-3A-3,JLN CHERAS	AWANAPURI	388000	2019	360.464144
23/05/2019	100	1076	Condominium/Apartment	15	A-9-7, AWANAPURI,JLN CHERAS	AWANAPURI	390000	2019	362.3222066
7/4/2019	100	1076	Condominium/Apartment	17	C-5-3,JLN CHERAS	AWANAPURI	393000	2019	365.1093005
9/3/2019	100	1076	Condominium/Apartment	17	B-3-6 (B2-2F-B-F),JLN CHERAS	AWANAPURI	395000	2019	366.9673631
8/10/2020	100	1076	Condominium/Apartment	17	C-13A-2,JLN CHERAS	AWANAPURI	395000	2020	366.9673631
20/11/2017	110.087	1185	Condominium/Apartment	15	C-13-4,JALAN 15/119	AWANAPURI	435000	2017	367.0993079
9/4/2019	98	1055	Condominium/Apartment	17	A-18-3,JALAN 15/119	AWANAPURI	390000	2019	369.7165374
17/12/2020	100	1076	Condominium/Apartment	17	B-7-6,JLN CHERAS	AWANAPURI	400000	2020	371.6125196
13/05/2020	100	1076	Condominium/Apartment	15	B-13A-7,JLN 15/119	AWANAPURI	400000	2020	371.6125196
8/10/2017	111	1195	Condominium/Apartment	15	A-11-4, AWANAPURI,JLN CHERAS	AWANAPURI	445000	2017	372.4494848
9/6/2018	111	1195	Condominium/Apartment	15	C-13A-5,,JLN CHERAS	AWANAPURI	445000	2018	372.4494848
22/08/2019	98	1055	Condominium/Apartment	17	B-16-2 (B2-15F-D-C),JLN 15/119	AWANAPURI	395000	2019	374.456493
17/12/2018	100	1076	Condominium/Apartment	19	A-8-6 (P:B3-5F-B-F),AWANAPURI,JLN 15/119,TMN MUTIA	AWANAPURI	405000	2018	376.2576761
14/08/2019	111	1195	Condominium/Apartment	19	A-9-5,JLN 15/119	AWANAPURI	450000	2019	376.6343104
21/07/2020	111	1195	Condominium/Apartment	17	C-13-5,JLN 15/119	AWANAPURI	450000	2020	376.6343104
9/5/2017	111	1195	Condominium/Apartment	15	C-9-8, AWANAPURI,JLN CHERAS	AWANAPURI	450000	2017	376.6343104
15/11/2017	100	1076	Condominium/Apartment	15	C-6-7,JALAN 15/119	AWANAPURI	410000	2017	380.9028326
28/04/2017	111	1195	Condominium/Apartment	19	A-16-4,JLN CHERAS	AWANAPURI	460000	2017	385.0039618
25/06/2018	100	1076	Condominium/Apartment	17	B-13-7,JLN 15/119	AWANAPURI	415000	2018	385.5479891
18/11/2020	100	1076	Condominium/Apartment	17	C-13A-7,JLN 15/119	AWANAPURI	420000	2020	390.1931456
29/05/2017	111	1195	Condominium/Apartment	15	B-9-1, AWANAPURI,JLN CHERAS	AWANAPURI	468000	2017	391.6996828
6/1/2017	100	1076	Condominium/Apartment	18	B-3A-3,JALAN 15/119	AWANAPURI	425000	2017	394.8383021
24/05/2019	100	1076	Condominium/Apartment	15	A-6-7, AWANAPURI,JLN CHERAS	AWANAPURI	428000	2019	397.625396
20/07/2017	100	1076	Condominium/Apartment	18	B-2-6,JALAN 15/119	AWANAPURI	430000	2017	399.4834586
11/9/2018	111	1195	Condominium/Apartment	17	B-5-5 (B2-4F-CE),JLN 15/119	AWANAPURI	480000	2018	401.7432645
31/10/2017	111	1195	Condominium/Apartment	15	B-10-4, AWANAPURI,JLN CHERAS	AWANAPURI	480000	2017	401.7432645
8/3/2020	111	1195	Condominium/Apartment	17	A-13-8,JLN 15/119	AWANAPURI	500000	2020	418.4825671
16/07/2019	111	1195	Condominium/Apartment	15	A-9-1,JLN 15/119	AWANAPURI	500000	2019	418.4825671
28/07/2020	111	1195	Condominium/Apartment	15	A-9-4,JLN 15/119	AWANAPURI	500000	2020	418.4825671
10/8/2020	111	1195	Condominium/Apartment	15	C-13-8, AWANAPURI,JLN CHERAS	AWANAPURI	500000	2020	418.4825671
24/10/2018	98	1055	Condominium/Apartment	15	A-18-1(3-15-DB),JLN 15/119	AWANAPURI	445000	2018	421.8560491
20/07/2020	100	1076	Condominium/Apartment	15	C-3-3, AWANAPURI,JLN CHERAS	AWANAPURI	460000	2020	427.3543976
1/3/2018	100	1076	Condominium/Apartment	19	A-7-3, AWANAPURI,JLN CHERAS	AWANAPURI	550000	2018	510.9672145
4/4/2018	93	1001	Cluster House	1	75,JALAN IKHLAS	BANDAR TUN ABD RAZAK (KG KONGGO)	50000	2018	49.9479193
4/3/2017	93	1001	Cluster House	1	32,JLN MAKMUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	85000	2017	84.91146282
27/07/2018	361	3886	Cluster House	1	1,LRG MAKMUR 6	BANDAR TUN ABD RAZAK (KG KONGGO)	350000	2018	90.07228661
7/5/2017	94	1012	Cluster House	1	6,JALAN IKHLAS 4	BANDAR TUN ABD RAZAK (KG KONGGO)	100000	2017	98.83311692
1/9/2018	206	2217	Cluster House	1	101,JALAN IKHLAS	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2018	112.7465169
3/8/2021	94	1012	Cluster House	1	46,LORONG MEWAH 13	BANDAR TUN ABD RAZAK (KG KONGGO)	120000	2021	118.5997403
17/04/2017	183	1970	Cluster House	1	48,JLN MAKMUR	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2017	126.9168441
22/03/2017	93	1001	Cluster House	1	13,LORONG JUJUR 4	BANDAR TUN ABD RAZAK (KG KONGGO)	148000	2017	147.8458411
10/3/2018	94	1012	Cluster House	1	12,IKHLAS SATU	BANDAR TUN ABD RAZAK (KG KONGGO)	150000	2018	148.2496754
6/7/2017	93	1001	Cluster House	1	20,JALAN MAKMUR	BANDAR TUN ABD RAZAK (KG KONGGO)	150000	2017	149.8437579
7/1/2019	92.9	1000	Cluster House	1	NO.45,JLN MAKMUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	160000	2019	160.0053906
13/09/2018	92	990	Cluster House	1	65,JALAN MEWAH 13	BANDAR TUN ABD RAZAK (KG KONGGO)	160000	2018	161.5706607
8/10/2020	92	990	Cluster House	1	35,LRG MEWAH 3	BANDAR TUN ABD RAZAK (KG KONGGO)	160000	2020	161.5706607
17/07/2018	94	1012	Cluster House	1	21,JALAN MEWAH SATU	BANDAR TUN ABD RAZAK (KG KONGGO)	170000	2018	168.0162988
14/07/2017	94	1012	Cluster House	1	60,LORONG IKHLAS 1	BANDAR TUN ABD RAZAK (KG KONGGO)	170000	2017	168.0162988
29/07/2019	93	1001	Cluster House	1	24,LORONG JUJUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	175000	2019	174.8177176
23/10/2020	93	1001	Cluster House	1	4,LORONG JUJUR 4	BANDAR TUN ABD RAZAK (KG KONGGO)	175000	2020	174.8177176
18/07/2018	94	1012	Cluster House	1	4,JALAN MAKMUR 5	BANDAR TUN ABD RAZAK (KG KONGGO)	200000	2018	197.6662338
23/12/2020	94	1012	Cluster House	1	17,LRG  MAKMUR 8	BANDAR TUN ABD RAZAK (KG KONGGO)	200000	2020	197.6662338
8/3/2017	93	1001	Cluster House	1	30,JALAN MEWAH 6	BANDAR TUN ABD RAZAK (KG KONGGO)	200000	2017	199.7916772
21/03/2017	93	1001	Cluster House	1	6,LORONG MAKMUR 3	BANDAR TUN ABD RAZAK (KG KONGGO)	200000	2017	199.7916772
24/01/2019	93	1001	Cluster House	1	15,LORONG MEWAH 13	BANDAR TUN ABD RAZAK (KG KONGGO)	200000	2019	199.7916772
4/11/2019	93	1001	Cluster House	1	26,LRG MEWAH 4	BANDAR TUN ABD RAZAK (KG KONGGO)	200000	2019	199.7916772
6/11/2020	131	1410	Cluster House	1	56,JALAN MEWAH 3	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2020	212.7552593
1/7/2019	95	1023	Cluster House	1	NO. 24,LORONG MEWAH 7	BANDAR TUN ABD RAZAK (KG KONGGO)	220000	2019	215.1440903
19/11/2018	94	1012	Cluster House	1	NO. 28,JALAN IKHLAS	BANDAR TUN ABD RAZAK (KG KONGGO)	220000	2018	217.4328572
29/08/2019	94	1012	Cluster House	1	22,LRG.MEWAH 5	BANDAR TUN ABD RAZAK (KG KONGGO)	230000	2019	227.3161689
6/7/2017	93	1001	Cluster House	2	46,LORONG JUJUR 4	BANDAR TUN ABD RAZAK (KG KONGGO)	230000	2017	229.7604288
3/10/2017	93	1001	Cluster House	1	5,LORONG JUJUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	230000	2017	229.7604288
3/10/2017	93	1001	Cluster House	1	5,LORONG JUJUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	230000	2017	229.7604288
13/03/2017	92.9	1000	Cluster House	1	12,JLN MAKMUR 5	BANDAR TUN ABD RAZAK (KG KONGGO)	230000	2017	230.007749
7/1/2019	93	1001	Cluster House	1	16,JALAN JUJUR	BANDAR TUN ABD RAZAK (KG KONGGO)	240000	2019	239.7500127
13/02/2018	93	1001	Cluster House	1	16,LRG MAKMUR 9	BANDAR TUN ABD RAZAK (KG KONGGO)	240000	2018	239.7500127
24/05/2019	93	1001	Cluster House	1	NO. 10,LORONG MEWAH 5	BANDAR TUN ABD RAZAK (KG KONGGO)	240000	2019	239.7500127
6/5/2017	92	990	Cluster House	1	NO. 54,LRG JUJUR 3	BANDAR TUN ABD RAZAK (KG KONGGO)	238000	2017	240.3363578
17/04/2018	92	990	Cluster House	1	NO. 54,LRG JUJUR 3	BANDAR TUN ABD RAZAK (KG KONGGO)	238000	2018	240.3363578
20/02/2018	92	990	Cluster House	1	17,LRG MEWAH 14	BANDAR TUN ABD RAZAK (KG KONGGO)	240000	2018	242.3559911
17/02/2017	94	1012	Cluster House	1	34,JALAN IKHLAS	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2017	247.0827923
29/08/2018	94	1012	Cluster House	1	54,LORONG IKHLAS 1	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2018	247.0827923
17/05/2019	94	1012	Cluster House	1	6,JALAN IKHLAS 4	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2019	247.0827923
22/01/2018	93	1001	Cluster House	1	29,LORONG MEWAH 6	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2018	249.7395965
17/05/2018	93	1001	Cluster House	1	8,LORONG JUJUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2018	249.7395965
15/05/2018	93	1001	Cluster House	1	44,LRG JUJUR 1	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2018	249.7395965
7/1/2019	93	1001	Cluster House	1	6,LORONG MEWAH 2,	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2019	249.7395965
21/02/2020	93	1001	Cluster House	1	NO. 46,JLN MAKMUR	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2020	249.7395965
20/10/2020	93	1001	Cluster House	1	16,LORONG JUJUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2020	249.7395965
3/8/2021	93	1001	Cluster House	1	16,LORONG MAKMUR 10	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2021	249.7395965
6/2/2020	92.9	1000	Cluster House	1	21,JALAN MEWAH 2	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2020	250.0084228
29/10/2019	92	990	Cluster House	1	35,JALAN MEWAH 2	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2019	252.4541574
16/01/2017	93	1001	Cluster House	1	34,JLN MAKMUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	255000	2017	254.7343885
22/07/2019	180	1938	Cluster House	1	1,JALAN IKHLAS 1	BANDAR TUN ABD RAZAK (KG KONGGO)	499000	2019	257.5481212
5/5/2017	93	1001	Cluster House	1	24,LRG JUJUR 4	BANDAR TUN ABD RAZAK (KG KONGGO)	260000	2017	259.7291804
18/12/2017	93	1001	Cluster House	1	34,LRG MEWAH 7	BANDAR TUN ABD RAZAK (KG KONGGO)	260000	2017	259.7291804
6/7/2017	92.9	1000	Cluster House	1	17,JALAN MEWAH 3	BANDAR TUN ABD RAZAK (KG KONGGO)	260000	2017	260.0087597
26/12/2017	93	1001	Cluster House	1	52,LORONG IKHLAS 1	BANDAR TUN ABD RAZAK (KG KONGGO)	263000	2017	262.7260555
30/07/2020	106	1141	Cluster House	1	NO.10,JALAN MAKMUR 1	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2020	262.9333865
14/12/2020	93	1001	Cluster House	1	8,LORONG JUJUR 3	BANDAR TUN ABD RAZAK (KG KONGGO)	265000	2020	264.7239723
19/06/2020	93	1001	Cluster House	1	11,JALAN MEWAH 2	BANDAR TUN ABD RAZAK (KG KONGGO)	266000	2020	265.7229307
24/05/2019	93	1001	Cluster House	1	58,JLN IKHLAS	BANDAR TUN ABD RAZAK (KG KONGGO)	270000	2019	269.7187642
24/09/2020	93	1001	Cluster House	1	NO. 6,LRG MEWAH 5	BANDAR TUN ABD RAZAK (KG KONGGO)	270000	2020	269.7187642
4/3/2018	92	990	Cluster House	1	NO. 59,JLN MAKMUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	270000	2018	272.6504899
9/4/2018	92	990	Cluster House	1	NO.9,LORONG JUJUR 5	BANDAR TUN ABD RAZAK (KG KONGGO)	270000	2018	272.6504899
15/03/2018	93	1001	Cluster House	1	30,JALAN MEWAH 1	BANDAR TUN ABD RAZAK (KG KONGGO)	275000	2018	274.7135562
20/03/2018	92.9	1000	Cluster House	1	NO. 14,LORONG MEWAH 6	BANDAR TUN ABD RAZAK (KG KONGGO)	275000	2018	275.0092651
12/10/2019	92	990	Cluster House	1	40,JALAN JUJUR 3	BANDAR TUN ABD RAZAK (KG KONGGO)	280000	2019	282.7486562
19/02/2019	95	1023	Cluster House	1	20,LORONG MEWAH 5	BANDAR TUN ABD RAZAK (KG KONGGO)	290000	2019	283.5990281
6/10/2020	93	1001	Cluster House	1	13,LORONG MEWAH 13	BANDAR TUN ABD RAZAK (KG KONGGO)	285000	2020	284.70314
12/6/2019	158	1701	Cluster House	1	NO. 1,LRG IKHLAS 1	BANDAR TUN ABD RAZAK (KG KONGGO)	500000	2019	293.9972465
28/11/2018	94	1012	Cluster House	1	NO. 27,LORONG MEWAH 9	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2018	296.4993508
26/02/2019	94	1012	Cluster House	1	71,JLN IKHLAS	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2019	296.4993508
9/5/2019	93	1001	Cluster House	1	8,LORONG MEWAH 2,	BANDAR TUN ABD RAZAK (KG KONGGO)	298000	2019	297.6895991
14/04/2017	93	1001	Cluster House	1	24,LRG MEWAH 14	BANDAR TUN ABD RAZAK (KG KONGGO)	299000	2017	298.6885574
30/04/2019	93	1001	Cluster House	2	NO. 21,JLN MEWAH 3	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2019	299.6875158
31/10/2019	93	1001	Cluster House	1	16,LRG MAKMUR 1	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2019	299.6875158
24/10/2017	93	1001	Cluster House	1	28,LORONG MAKMUR 2	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2017	299.6875158
15/03/2018	93	1001	Cluster House	1	NO. 9,LORONG MEWAH 13	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2018	299.6875158
13/08/2018	93	1001	Cluster House	1	33,JALAN MEWAH 5	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2018	299.6875158
10/1/2018	93	1001	Cluster House	1	14,LORONG MAKMUR 3	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2018	299.6875158
12/7/2018	93	1001	Cluster House	1	25,LORONG MEWAH 7	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2018	299.6875158
31/12/2018	93	1001	Cluster House	1	14,JLN MEWAH 1	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2018	299.6875158
21/05/2019	93	1001	Cluster House	1	24,LRG MEWAH 3	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2019	299.6875158
8/6/2020	93	1001	Cluster House	1	17,LORONG MEWAH 13	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2020	299.6875158
16/10/2017	92.9	1000	Cluster House	1	51,LRG MEWAH 14	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2017	300.0101073
15/07/2020	99	1066	Cluster House	1	13,JLN IKHLAS 4	BANDAR TUN ABD RAZAK (KG KONGGO)	320000	2020	300.2929452
12/6/2019	125	1345	Cluster House	1	40,LRG MEWAH 5	BANDAR TUN ABD RAZAK (KG KONGGO)	410000	2019	304.7222661
9/3/2018	90	969	Cluster House	1	84,JALAN MAKMUR	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2018	309.6770997
22/07/2020	92.9	1000	Cluster House	1	NO.41,LRG. JUJUR 4	BANDAR TUN ABD RAZAK (KG KONGGO)	310000	2020	310.0104443
26/02/2019	93	1001	Cluster House	1	11,JALAN IKHLAS 6	BANDAR TUN ABD RAZAK (KG KONGGO)	320000	2019	319.6666835
2/7/2020	93	1001	Cluster House	1	10,LRG MAKMUR 5	BANDAR TUN ABD RAZAK (KG KONGGO)	320000	2020	319.6666835
24/07/2019	93	1001	Cluster House	1	27,LRG MEWAH 10	BANDAR TUN ABD RAZAK (KG KONGGO)	330000	2019	329.6562674
24/07/2020	93	1001	Cluster House	1	7,LORONG MEWAH 4	BANDAR TUN ABD RAZAK (KG KONGGO)	330000	2020	329.6562674
18/12/2020	84	904	Cluster House	1	14,LRG MAKMUR 4	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2020	331.7968925
16/12/2019	92	990	Cluster House	1	17,LRG MEWAH 14	BANDAR TUN ABD RAZAK (KG KONGGO)	330000	2019	333.2394877
10/9/2020	92	990	Cluster House	1	7,LORONG MEWAH 11	BANDAR TUN ABD RAZAK (KG KONGGO)	330000	2020	333.2394877
21/01/2020	92	990	Cluster House	1	27,JALAN MEWAH 3	BANDAR TUN ABD RAZAK (KG KONGGO)	350000	2020	353.4358203
2/11/2020	84	904	Cluster House	1	38,LORONG MEWAH 2	BANDAR TUN ABD RAZAK (KG KONGGO)	340000	2020	376.0364782
22/12/2020	91	980	Cluster House	1	NO.16,JALAN MAKMUR 7	BANDAR TUN ABD RAZAK (KG KONGGO)	375000	2020	382.8425683
10/5/2017	246	2648	Terraced House	1	NO. 28,LORONG JAYA 6	BANDAR TUN ABD RAZAK (KG KONGGO)	250000	2017	94.4137499
1/2/2018	149	1604	Terraced House	1	NO. 17,LORONG JAYA 5	BANDAR TUN ABD RAZAK (KG KONGGO)	200000	2018	124.7021878
30/04/2018	143	1539	Terraced House	1	NO 9,JLN JAYA 7	BANDAR TUN ABD RAZAK (KG KONGGO)	220000	2018	142.9278922
30/04/2018	143	1539	Terraced House	1	NO 9,JLN JAYA 7	BANDAR TUN ABD RAZAK (KG KONGGO)	220000	2018	142.9278922
8/4/2020	223	2400	Terraced House	1	NO.45,JLN JAYA 9	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2020	166.6423855
16/12/2020	148	1593	Terraced House	1	NO. 17,,JALAN JAYA 2	BANDAR TUN ABD RAZAK (KG KONGGO)	270000	2020	169.4854397
20/02/2020	161	1733	Terraced House	1	40,LORONG JAYA 2	BANDAR TUN ABD RAZAK (KG KONGGO)	300000	2020	173.1114222
18/11/2017	289	3111	Terraced House	2	2,LORONG JAYA 3	BANDAR TUN ABD RAZAK (KG KONGGO)	550000	2017	176.8052645
14/02/2019	288	3100	Terraced House	1	NO.91,JALAN JAYA	BANDAR TUN ABD RAZAK (KG KONGGO)	575000	2019	185.4836795
10/5/2020	143	1539	Terraced House	1	25,LORONG JAYA 6	BANDAR TUN ABD RAZAK (KG KONGGO)	320000	2020	207.8951159
9/9/2020	149	1604	Terraced House	1	NO 14,JLN JAYA 6	BANDAR TUN ABD RAZAK (KG KONGGO)	360000	2020	224.463938
11/5/2019	186	2002	Terraced House	1	11,LRG JAYA 3	BANDAR TUN ABD RAZAK (KG KONGGO)	465000	2019	232.2578248
8/8/2019	149	1604	Terraced House	1	NO.29,JLN JAYA 5	BANDAR TUN ABD RAZAK (KG KONGGO)	380000	2019	236.9341568
11/2/2017	153	1647	Terraced House	1	17,LRG.JAYA 1	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2017	242.8839998
29/10/2019	151.706	1633	Terraced House	1	NO. 4,JALAN JAYA 4	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2019	244.9557167
24/01/2018	131	1410	Terraced House	1	14,LRG JAYA 12	BANDAR TUN ABD RAZAK (KG KONGGO)	350000	2018	248.2144692
30/09/2017	149	1604	Terraced House	1	NO. 73,JALAN JAYA	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2017	249.4043756
24/10/2017	149	1604	Terraced House	1	NO. 23,LORONG JAYA 5	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2017	249.4043756
11/8/2017	149	1604	Terraced House	1	19,JLN JAYA 5	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2017	249.4043756
11/8/2017	149	1604	Terraced House	1	19,JLN JAYA 5	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2017	249.4043756
4/11/2017	143	1539	Terraced House	1	NO 33,JLN JAYA 7	BANDAR TUN ABD RAZAK (KG KONGGO)	385000	2017	250.1238113
20/12/2018	161	1733	Terraced House	1	NO. 10,LRG JAYA 2	BANDAR TUN ABD RAZAK (KG KONGGO)	435000	2018	251.0115622
23/10/2018	148	1593	Terraced House	1	6,LORONG JAYA 3	BANDAR TUN ABD RAZAK (KG KONGGO)	405000	2018	254.2281595
13/03/2019	149	1604	Terraced House	2	NO. 12,LRG JAYA 9	BANDAR TUN ABD RAZAK (KG KONGGO)	410000	2019	255.639485
14/03/2018	149	1604	Terraced House	1	28,JALAN JAYA 6	BANDAR TUN ABD RAZAK (KG KONGGO)	410000	2018	255.639485
13/12/2017	143	1539	Terraced House	1	43,JLN JAYA 7	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2017	259.8688948
18/05/2018	143	1539	Terraced House	1	23,LORONG JAYA 6	BANDAR TUN ABD RAZAK (KG KONGGO)	400000	2018	259.8688948
31/10/2019	149	1604	Terraced House	1	67,LORONG JAYA 9	BANDAR TUN ABD RAZAK (KG KONGGO)	420000	2019	261.8745944
